;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
1280;within an hour;100%;f;18.0;-22.90833;-43.18889;Apartment;Entire home/apt;7;1.0;2.0;5.0;Real Bed;"{Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Suitable for events"",Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Other,Waterfront}";148.0;$40.00;1;60.0;6;1125;4;t;f;moderate;2020;4
1281;within an hour;100%;f;1.0;-22.9653;-43.17644;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";190.0;$120.00;3;21.0;3;90;55;f;f;strict_14_with_grace_period;2020;4
1282;within a few hours;100%;t;7.0;-22.92494;-43.17553;House;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Free street parking"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}";79.0;$55.00;1;0.0;2;1125;89;f;f;strict_14_with_grace_period;2020;4
1284;within an hour;91%;f;22.0;-22.8779;-43.26538;Apartment;Entire home/apt;8;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Window guards"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}";160.0;$150.00;4;21.0;3;1125;20;f;f;strict_14_with_grace_period;2020;4
1285;within a day;57%;f;1.0;-22.96281;-43.17434;Apartment;Entire home/apt;6;2.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";190.0;$170.00;2;50.0;3;1125;135;t;f;strict_14_with_grace_period;2020;4
1286;within a day;100%;f;2.0;-22.92908;-43.174170000000004;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";400.0;$150.00;1;0.0;2;1125;9;f;f;strict_14_with_grace_period;2020;4
1287;within a day;50%;f;4.0;-23.001279999999998;-43.39415;Apartment;Entire home/apt;8;3.5;3.0;6.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";601.0;$160.00;1;0.0;5;90;0;t;f;flexible;2020;4
1288;within a few hours;83%;t;1.0;-22.98072;-43.20044;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}";200.0;$200.00;2;21.0;7;60;39;f;f;strict_14_with_grace_period;2020;4
1289;within an hour;100%;t;3.0;-22.94162;-43.19794;House;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",""Free street parking"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Children’s books and toys"",""Window guards"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Hot water kettle""}";154.0;$150.00;1;0.0;2;1125;18;f;f;strict_14_with_grace_period;2020;4
1292;within a day;80%;f;2.0;-22.982770000000002;-43.20171;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",""Laptop friendly workspace""}";448.0;$300.00;3;0.0;2;180;4;f;f;strict_14_with_grace_period;2020;4
1293;within a day;100%;f;4.0;-22.977870000000003;-43.18922;Apartment;Entire home/apt;8;3.0;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Hair dryer"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Host greets you""}";427.0;$309.00;6;74.0;3;90;1;f;f;strict_14_with_grace_period;2020;4
1296;within a day;100%;f;1.0;-22.92049;-43.17751;Apartment;Entire home/apt;3;2.0;1.0;2.0;Real Bed;"{Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Host greets you""}";179.0;$100.00;1;0.0;2;1125;7;f;f;strict_14_with_grace_period;2020;4
1300;within a few hours;100%;t;6.0;-22.92201;-43.180690000000006;Condominium;Entire home/apt;5;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Trash can""}";137.0;$160.00;2;40.0;2;365;57;f;f;flexible;2020;4
1302;within a few hours;100%;f;2.0;-22.95301;-43.17505;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",Doorman,Gym,""Pets live on this property"",Dog(s),Elevator,""Free street parking"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";121.0;$100.00;1;0.0;1;60;17;t;f;moderate;2020;4
1303;a few days or more;0%;f;3.0;-22.98554;-43.41154;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";500.0;$150.00;1;100.0;1;1125;0;f;f;flexible;2020;4
1304;within a few hours;90%;f;2.0;-22.96104;-43.175270000000005;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Private entrance"",""Bed linens"",""Long term stays allowed""}";179.0;$300.00;2;50.0;3;90;23;t;f;strict_14_with_grace_period;2020;4
1306;within a few hours;70%;f;2.0;-22.963070000000002;-43.16933;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Long term stays allowed"",Other}";179.0;$150.00;2;30.0;4;90;9;f;f;strict_14_with_grace_period;2020;4
1307;within a few hours;98%;f;96.0;-22.984820000000003;-43.22436;Apartment;Entire home/apt;9;2.0;3.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Game console"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Oven,""Host greets you""}";200.0;$200.00;2;50.0;2;365;143;t;f;moderate;2020;4
1308;within an hour;100%;f;1.0;-22.98091;-43.235479999999995;Apartment;Entire home/apt;4;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo}";348.0;$150.00;3;100.0;30;1125;15;t;f;flexible;2020;4
1311;within an hour;100%;f;1.0;-22.98118;-43.19173;Loft;Entire home/apt;2;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";279.0;$275.00;1;0.0;3;1125;80;t;f;moderate;2020;4
1314;within an hour;100%;f;1.0;-22.91967;-43.23602;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Laptop friendly workspace"",""Cooking basics""}";170.0;$100.00;1;0.0;2;30;4;f;f;strict_14_with_grace_period;2020;4
1315;within an hour;100%;t;4.0;-22.91196;-43.17873;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Trash can""}";122.0;$26.00;1;0.0;1;30;155;t;f;moderate;2020;4
1317;within a day;100%;f;1.0;-22.98133;-43.1953;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Hangers,""Hair dryer"",Iron}";232.0;$180.00;2;75.0;4;60;19;f;f;strict_14_with_grace_period;2020;4
1320;within an hour;100%;t;3.0;-22.97772;-43.19202;Apartment;Entire home/apt;5;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Stair gates"",""Children’s books and toys"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";237.0;$137.00;5;37.0;4;26;153;f;f;strict_14_with_grace_period;2020;4
1321;within a few hours;100%;f;2.0;-23.00959;-43.3644;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer}";342.0;$100.00;3;60.0;1;1125;11;f;f;strict_14_with_grace_period;2020;4
1322;within an hour;100%;f;4.0;-22.90992;-43.19356;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Laptop friendly workspace"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Trash can""}";160.0;$120.00;2;40.0;3;30;7;f;f;strict_14_with_grace_period;2020;4
1324;within a few hours;100%;f;2.0;-22.98709;-43.2229;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Private entrance"",""Hot water"",""Host greets you""}";432.0;$400.00;2;160.0;3;1125;3;f;f;strict_14_with_grace_period;2020;4
1325;within a few hours;90%;f;3.0;-22.91364;-43.179790000000004;House;Private room;6;1.0;1.0;0.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Children’s books and toys"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";42.0;$89.00;1;40.0;2;1125;46;f;f;moderate;2020;4
1326;within a few hours;100%;f;3.0;-22.91404;-43.18574;Apartment;Entire home/apt;6;2.0;3.0;11.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Hot water"",""Dishes and silverware"",""Garden or backyard""}";179.0;$150.00;2;150.0;4;30;1;f;f;strict_14_with_grace_period;2020;4
1327;within a few hours;90%;f;3.0;-22.9143;-43.18047;House;Private room;6;1.0;1.0;6.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Children’s books and toys"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";42.0;$89.00;1;30.0;2;1125;21;f;f;moderate;2020;4
1329;within an hour;100%;f;5.0;-22.97831;-43.19137;Apartment;Private room;3;1.0;1.0;3.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi""}";79.0;$0.00;1;70.0;2;30;65;t;f;flexible;2020;4
1330;a few days or more;0%;f;3.0;-22.98364;-43.41187;Apartment;Entire home/apt;4;1.0;2.0;0.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";702.0;$150.00;1;150.0;3;1125;0;f;f;strict_14_with_grace_period;2020;4
1331;within a day;89%;f;1.0;-22.97365;-43.18718;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Other,Beachfront}";200.0;$0.00;2;0.0;5;30;23;f;f;strict_14_with_grace_period;2020;4
1333;within a few hours;100%;f;1.0;-22.943;-43.17885;Loft;Entire home/apt;2;1.0;0.0;2.0;Real Bed;"{Internet,Wifi,""Wheelchair accessible"",""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";121.0;$50.00;1;0.0;30;1000;60;f;f;strict_14_with_grace_period;2020;4
1335;within an hour;100%;f;1.0;-22.97404;-43.39113;Apartment;Entire home/apt;6;2.0;3.0;0.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",Bathtub,""Window guards"",""Room-darkening shades"",""Children’s dinnerware"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}";1001.0;$300.00;1;200.0;10;1125;4;t;f;strict_14_with_grace_period;2020;4
1336;within an hour;100%;f;6.0;-22.97093;-43.18931;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Hangers,Iron,""Laptop friendly workspace"",""High chair"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";101.0;$200.00;4;200.0;4;1125;15;f;f;strict_14_with_grace_period;2020;4
