;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
288;within an hour;100%;f;7.0;-22.967779999999998;-43.18204;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Elevator,Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";221.0;$80.00;2;80.0;3;180;10;f;f;strict_14_with_grace_period;2020;4
289;within a few hours;100%;f;6.0;-22.98545;-43.23312;Apartment;Private room;2;1.5;1.0;0.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""Window guards"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";111.0;$50.00;1;50.0;2;120;59;f;f;strict_14_with_grace_period;2020;4
294;within a few hours;90%;f;13.0;-22.99578;-43.25397;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",""Family/kid friendly"",Essentials,""Hot water"",Other}";638.0;$213.00;2;0.0;5;1125;8;f;f;strict_14_with_grace_period;2020;4
295;within an hour;100%;t;1.0;-22.95733;-43.2031;Apartment;Entire home/apt;6;1.5;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Host greets you""}";282.0;$160.00;5;50.0;3;90;62;f;f;strict_14_with_grace_period;2020;4
296;within an hour;100%;t;4.0;-22.981679999999997;-43.19363;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront,""Paid parking on premises""}";300.0;$100.00;1;60.0;1;89;23;f;f;strict_14_with_grace_period;2020;4
297;a few days or more;0%;f;1.0;-22.92667;-43.18053;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials}";300.0;$100.00;1;0.0;30;365;15;f;f;strict_14_with_grace_period;2020;4
298;within a few hours;100%;f;2.0;-22.98863;-43.23368;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Lock on bedroom door"",""Laptop friendly workspace"",""Hot water""}";798.0;$400.00;1;0.0;4;30;2;f;f;strict_14_with_grace_period;2020;4
300;within an hour;100%;t;1.0;-22.98228;-43.1984;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hot water"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";385.0;$150.00;4;100.0;3;60;29;t;f;strict_14_with_grace_period;2020;4
301;within an hour;100%;t;1.0;-22.93845;-43.176629999999996;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}";90.0;$80.00;4;30.0;2;1125;138;t;f;strict_14_with_grace_period;2020;4
302;within an hour;100%;f;1.0;-22.97908;-43.19012;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",Beachfront}";111.0;$50.00;2;78.0;3;30;92;t;f;flexible;2020;4
303;a few days or more;0%;f;1.0;-22.93359;-43.17734;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Hair dryer"",""Self check-in"",""Building staff"",""Hot water""}";132.0;$0.00;1;0.0;4;800;46;f;f;strict_14_with_grace_period;2020;4
304;within a few hours;90%;t;3.0;-22.97789;-43.225609999999996;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";443.0;$150.00;1;40.0;4;60;10;f;f;strict_14_with_grace_period;2020;4
305;within a day;100%;f;2.0;-22.96274;-43.17718;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";258.0;$237.00;2;0.0;3;180;16;f;f;strict_14_with_grace_period;2020;4
306;within an hour;100%;f;8.0;-22.93436;-43.19292;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you""}";58.0;$108.00;1;88.0;3;360;9;f;f;moderate;2020;4
309;within a day;100%;f;2.0;-22.9594;-43.202529999999996;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Breakfast,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}";181.0;$170.00;2;50.0;2;15;14;f;f;moderate;2020;4
310;within a few hours;100%;t;4.0;-22.92119;-43.1746;Apartment;Private room;2;2.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";79.0;$0.00;1;40.0;2;30;80;f;f;strict_14_with_grace_period;2020;4
312;within an hour;100%;t;3.0;-22.97237;-43.18761;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Outlet covers"",""Baby bath"",""High chair"",""Table corner guards"",Crib,""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you"",""Ceiling fan"",""Mini fridge"",""DVD player"",""Sound system"",""Gas oven"",""Breakfast table"",""Convection oven"",Netflix,""Amazon Echo"",""Murphy bed"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}";298.0;$180.00;1;0.0;3;89;92;t;f;strict_14_with_grace_period;2020;4
314;within an hour;100%;t;4.0;-22.981679999999997;-43.19363;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront,""Paid parking on premises""}";300.0;$120.00;2;100.0;1;89;7;t;f;strict_14_with_grace_period;2020;4
318;within an hour;100%;t;4.0;-22.98115;-43.19109;Apartment;Private room;2;0.5;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Lake access""}";395.0;$200.00;1;25.0;3;90;17;f;f;moderate;2020;4
319;within an hour;100%;f;6.0;-22.915860000000002;-43.20939;Hostel;Hotel room;1;3.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Suitable for events"",Washer,""Fire extinguisher"",Essentials,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony""}";43.0;$0.00;1;45.0;1;30;5;t;f;strict_14_with_grace_period;2020;4
323;a few days or more;0%;f;2.0;-22.97844;-43.18857;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,""Self check-in"",""Building staff"",""Hot water""}";342.0;$211.00;2;132.0;2;60;0;f;f;moderate;2020;4
324;within a few hours;89%;f;2.0;-22.934089999999998;-43.180820000000004;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Dryer,Essentials,Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics""}";69.0;$120.00;1;35.0;2;60;70;f;f;strict_14_with_grace_period;2020;4
329;within an hour;100%;t;2.0;-22.94939;-43.1825;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;"{Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Hot water"",""Bed linens"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";300.0;$150.00;2;25.0;15;365;18;f;f;strict_14_with_grace_period;2020;4
331;a few days or more;57%;f;3.0;-22.98647;-43.194309999999994;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Essentials,Hangers,""Self check-in"",""Building staff"",Crib,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";200.0;$100.00;2;60.0;4;180;113;f;f;strict_14_with_grace_period;2020;4
332;within a few hours;100%;f;1.0;-23.00871;-43.32223;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",Other,Waterfront,Beachfront}";142.0;$200.00;3;50.0;3;1125;29;f;f;strict_14_with_grace_period;2020;4
333;within an hour;100%;t;2.0;-22.985039999999998;-43.19228;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Private entrance"",""Outlet covers"",""Baby bath"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Shower gel"",""Trash can""}";744.0;$213.00;1;0.0;2;60;92;t;f;strict_14_with_grace_period;2020;4
334;within a few hours;100%;f;1.0;-23.00463;-43.376459999999994;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Family/kid friendly"",Washer,Essentials,Hangers,""translation missing: en.hosting_amenity_50"",""Room-darkening shades"",""Host greets you""}";149.0;$135.00;2;0.0;2;30;16;f;f;strict_14_with_grace_period;2020;4
335;within a few hours;94%;t;6.0;-22.98177;-43.1999;Apartment;Entire home/apt;5;1.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Baby bath"",""Window guards"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";248.0;$170.00;2;25.0;4;1125;232;t;f;strict_14_with_grace_period;2020;4
337;within a few hours;90%;f;13.0;-22.991020000000002;-43.22905;Guest suite;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor fireplace"",Essentials,""Hot water"",Other}";1063.0;$399.00;2;0.0;5;1125;0;f;f;strict_14_with_grace_period;2020;4
339;within a few hours;100%;t;4.0;-22.98238;-43.191559999999996;Condominium;Entire home/apt;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Host greets you"",""Paid parking on premises""}";122.0;$173.00;1;29.0;14;365;23;f;f;strict_14_with_grace_period;2020;4
340;within an hour;100%;t;1.0;-22.98497;-43.22551;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Full kitchen""}";369.0;$263.00;1;0.0;2;30;137;f;f;strict_14_with_grace_period;2020;4
342;within an hour;100%;t;7.0;-22.97576;-43.19078;Apartment;Entire home/apt;16;6.0;5.0;11.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",""Host greets you""}";1602.0;$500.00;4;200.0;1;365;73;t;f;moderate;2020;4
344;within a few hours;100%;t;5.0;-22.987579999999998;-43.19323;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""Dishes and silverware"",""Garden or backyard""}";420.0;$292.00;1;0.0;5;30;25;f;f;strict_14_with_grace_period;2020;4
347;within a day;100%;f;2.0;-22.99887;-43.41571;Apartment;Entire home/apt;7;3.0;3.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware""}";399.0;$150.00;1;0.0;4;365;1;f;f;strict_14_with_grace_period;2020;4
351;within a few hours;83%;f;5.0;-22.97403;-43.41389;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Self check-in"",""Building staff"",""High chair"",""Hot water"",""Long term stays allowed""}";148.0;$150.00;1;60.0;1;1125;4;f;f;flexible;2020;4
353;within a few hours;100%;t;4.0;-22.94375;-43.20535;Guest suite;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",Dog(s),Essentials,Shampoo,Hangers,""Hair dryer"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}";96.0;$50.00;2;50.0;3;30;73;f;f;strict_14_with_grace_period;2020;4
354;a few days or more;25%;f;2.0;-22.91481;-43.19155;Apartment;Private room;3;2.0;3.0;2.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}";160.0;$266.00;1;160.0;4;25;2;f;f;strict_14_with_grace_period;2020;4
355;within a few hours;100%;f;1.0;-23.01057;-43.36956;Apartment;Entire home/apt;7;2.0;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Safety card"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Self check-in"",""Building staff"",Beachfront}";702.0;$100.00;4;50.0;3;15;97;t;f;strict_14_with_grace_period;2020;4
356;within an hour;100%;f;4.0;-22.98241;-43.197559999999996;Apartment;Entire home/apt;11;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";601.0;$200.00;1;70.0;4;90;27;f;f;strict_14_with_grace_period;2020;4
357;within an hour;100%;f;4.0;-22.98259;-43.1985;Apartment;Entire home/apt;10;3.0;2.0;7.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";395.0;$316.00;2;95.0;2;1125;160;t;f;strict_14_with_grace_period;2020;4
360;within a few hours;100%;f;2.0;-22.96315;-43.16939;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Beachfront}";90.0;$120.00;1;100.0;1;15;21;t;f;strict_14_with_grace_period;2020;4
361;within a few hours;100%;f;2.0;-22.96621;-43.18861;Apartment;Private room;5;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Kitchen}";1054.0;$790.00;1;0.0;4;1125;0;f;f;flexible;2020;4
362;within a few hours;100%;f;5.0;-22.955779999999997;-43.193870000000004;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Host greets you""}";47.0;$150.00;1;35.0;4;30;53;t;f;strict_14_with_grace_period;2020;4
363;within an hour;100%;f;39.0;-22.9548;-43.19347;Apartment;Entire home/apt;5;1.5;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}";327.0;$263.00;3;79.0;90;90;11;f;f;strict_14_with_grace_period;2020;4
